Symbol	Ensembl Transcript ID	CDS Length
RARS2	ENST00000369536	1737
SCML4	ENST00000369020	1245
HAGH	ENST00000397356	927
ZNRD1	ENST00000332435	381
EEFSEC	ENST00000254730	1791
USP53	ENST00000274030	3222
SETD7	ENST00000274031	1101
ACTR3B	ENST00000256001	1257
ARHGAP24	ENST00000395184	2247
PELI2	ENST00000267460	1263
ACTR5	ENST00000243903	1824
WFDC2	ENST00000372676	375
FAM159B	ENST00000389074	483
SPINT3	ENST00000217428	270
FAM83D	ENST00000217429	1848
AHCY	ENST00000217426	1299
PPP1R16B	ENST00000299824	1704
GZMA	ENST00000274306	789
SPINLW1	ENST00000555685	540
TSPAN4	ENST00000409531	774
CASC5	ENST00000346991	7029
ALG14	ENST00000370205	651
HAUS2	ENST00000260372	708
RTF1	ENST00000389629	2133
PARP6	ENST00000569795	1893
RPLP1	ENST00000260379	345
PAQR5	ENST00000395407	993
BPGM	ENST00000344924	780
BNC2	ENST00000380672	3300
C17orf63	ENST00000581407	1689
C12orf51	ENST00000550722	12819
TMEM133	ENST00000303130	390
CENPO	ENST00000380834	903
LRPPRC	ENST00000260665	4185
PHPT1	ENST00000247665	378
CPB2	ENST00000181383	1272
ATRX	ENST00000373344	7479
C1QL2	ENST00000272520	864
RALB	ENST00000474855	687
THNSL2	ENST00000324166	1455
PDGFB	ENST00000331163	726
TMEM218	ENST00000528724	426
DCTN6	ENST00000221114	573
CABP7	ENST00000216144	648
RPL3	ENST00000216146	1212
ZMAT5	ENST00000344318	513
R3HCC1	ENST00000411463	1443
BTNL2	ENST00000552479	1368
ATAT1	ENST00000442844	1266
CSNK2B	ENST00000432290	705
PHKG2	ENST00000328273	1233
RPS18	ENST00000454021	459
FANK1	ENST00000368693	1038
KPRP	ENST00000368773	1740
SASS6	ENST00000287482	1974
HIAT1	ENST00000370152	1473
SPRR2E	ENST00000368751	219
MEP1A	ENST00000230588	2241
OTOP3	ENST00000328801	1791
CCL13	ENST00000225844	297
NBEAL1	ENST00000449802	8085
CCDC108	ENST00000341552	5778
WFDC10B	ENST00000335769	270
PRSS16	ENST00000230582	1545
SRPR	ENST00000332118	1917
DLX3	ENST00000434704	864
SPA17	ENST00000227135	456
HUWE1	ENST00000342160	13125
INSL6	ENST00000381641	642
HEXDC	ENST00000337014	1758
TIAM1	ENST00000286827	4776
TSPAN7	ENST00000422612	828
BDKRB2	ENST00000554311	1176
ATG4B	ENST00000404914	1182
ING5	ENST00000313552	723
TAP1	ENST00000354258	2427
OCLN	ENST00000355237	1569
C4orf22	ENST00000508675	753
ATG7	ENST00000354449	2112
C11orf71	ENST00000325636	444
DEFB123	ENST00000376309	204
HARBI1	ENST00000326737	1050
MPG	ENST00000219431	897
C4orf33	ENST00000281146	600
COL10A1	ENST00000327673	2043
AMD1	ENST00000368885	1005
SLC25A31	ENST00000281154	948
BATF	ENST00000286639	378
HNRNPU	ENST00000283179	2478
ANGEL1	ENST00000251089	2013
KLK3	ENST00000598145	788
GPR32	ENST00000270590	1071
ACPT	ENST00000270593	1281
SIGLEC10	ENST00000339313	2094
IP6K2	ENST00000328631	1281
CHRM1	ENST00000306960	1383
C4orf41	ENST00000334690	3402
TLE2	ENST00000590536	2235
PRRT3	ENST00000295984	2946
TOP1MT	ENST00000329245	1806
IL17RE	ENST00000421412	2103
EVPL	ENST00000586740	6168
SRP68	ENST00000307877	1884
MRPL43	ENST00000370242	786
ITIH1	ENST00000273283	2736
ITIH4	ENST00000485816	2808
ST6GALNAC4	ENST00000335791	909
PPDPF	ENST00000370177	423
DNAJC27	ENST00000264711	822
DAB2IP	ENST00000408936	3570
POMC	ENST00000405623	804
RAD51	ENST00000532743	1023
EXOC3L4	ENST00000380069	2169
KRTAP12-3	ENST00000397907	291
CCNB2	ENST00000288207	1197
PLEKHF1	ENST00000436066	840
RNF111	ENST00000561186	3012
MAP2K6	ENST00000590474	1005
CLMN	ENST00000298912	3009
PLCH2	ENST00000378486	4251
SERPINA12	ENST00000556881	1245
SGCE	ENST00000415788	1416
C7orf64	ENST00000481551	1131
ZG16B	ENST00000382280	627
FAM89A	ENST00000366654	555
FLYWCH2	ENST00000572006	435
ZNF716	ENST00000420713	1488
SLFN5	ENST00000299977	2676
PAQR4	ENST00000318782	822
AGAP1	ENST00000409538	3210
PCDHGA3	ENST00000253812	2799
SKA3	ENST00000314759	1239
EFHA1	ENST00000382374	1305
SLITRK1	ENST00000377084	2091
GALNT11	ENST00000430044	1827
TMEM151B	ENST00000451188	1701
IFITM5	ENST00000382614	399
MPO	ENST00000340482	2334
ANGPT1	ENST00000517746	1497
TMED4	ENST00000457408	684
MSI2	ENST00000284073	987
NRM	ENST00000431322	789
KLRF2	ENST00000535540	624
MASP2	ENST00000400897	2061
KPNA7	ENST00000327442	1551
PRPF6	ENST00000266079	2826
CTSZ	ENST00000217131	912
TUBB1	ENST00000217133	1356
YWHAG	ENST00000307630	744
RASGRP4	ENST00000589358	2022
NXNL1	ENST00000301944	639
SYCE1	ENST00000343131	1056
ZNF408	ENST00000311764	2163
CTDSP2	ENST00000398073	816
ANXA13	ENST00000262219	1074
HTR1D	ENST00000374619	1134
SLITRK4	ENST00000338017	2514
OR10A2	ENST00000307322	912
CHCHD7	ENST00000303759	333
ZNF33B	ENST00000359467	2337
IQSEC2	ENST00000396435	4467
ZNF682	ENST00000597972	1515
OR8B8	ENST00000328064	936
SRC	ENST00000373558	1629
ZNF679	ENST00000421025	1236
PGAP1	ENST00000354764	2769
GRASP	ENST00000293662	1188
ZNF772	ENST00000343280	1470
AP2B1	ENST00000312678	2856
CPXM2	ENST00000241305	2271
LIAS	ENST00000261434	1119
TMEM156	ENST00000381938	891
TAC1	ENST00000319273	390
PDS5A	ENST00000303538	4014
ZYG11A	ENST00000371528	2280
C9orf37	ENST00000371417	531
MT-ND6	ENST00000361681	525
ABCA4	ENST00000370225	6822
FAN1	ENST00000362065	3054
EIF1AY	ENST00000361365	435
SMC1A	ENST00000322213	3702
MAGEB6	ENST00000379034	1224
OR51V1	ENST00000321255	966
CDK5R1	ENST00000313401	924
APOA1BP	ENST00000368235	867
ZNF135	ENST00000401053	2049
OR4N2	ENST00000315947	924
OR4M1	ENST00000315957	942
PRAMEF22	ENST00000376187	1446
PRAMEF9	ENST00000376152	1437
PRAMEF3	ENST00000376173	1446
PRAMEF5	ENST00000376168	1431
RIIAD1	ENST00000326413	309
GDPD4	ENST00000376217	1872
RTN4IP1	ENST00000369063	1191
PHGDH	ENST00000369409	1602
ANKRD52	ENST00000267116	3231
ALPK3	ENST00000258888	5724
IREB2	ENST00000258886	2892
ZSWIM3	ENST00000255152	2091
TRIM27	ENST00000435528	1542
ZNF750	ENST00000269394	2172
RNF157	ENST00000269391	2040
AZI1	ENST00000269392	3252
SECTM1	ENST00000269389	747
CBX8	ENST00000269385	1170
FAM170B	ENST00000311787	852
BANP	ENST00000393207	1560
PPP1CA	ENST00000312989	1026
HCFC1	ENST00000369984	6243
TAS1R1	ENST00000333172	2526
UQCRH	ENST00000311672	276
SLC39A4	ENST00000301305	1944
RASSF5	ENST00000355294	1257
ZNRD1	ENST00000417275	381
TRIM15	ENST00000259930	1398
C1orf145	ENST00000337335	477
MRPL55	ENST00000366738	495
C6orf10	ENST00000425722	580
BTNL8	ENST00000340184	1503
CNOT6	ENST00000393356	1674
TP63	ENST00000264731	2043
SLC25A22	ENST00000320230	972
DDX24	ENST00000330836	2580
EPHA8	ENST00000166244	3018
OSBPL3	ENST00000313367	2664
BRMS1L	ENST00000216807	972
S100P	ENST00000296370	288
FARS2	ENST00000324331	1356
APOF	ENST00000398189	981
CD81	ENST00000381036	825
ST6GAL2	ENST00000361686	1590
REC8	ENST00000311457	1641
KLHL12	ENST00000435533	1821
RGS4	ENST00000421743	909
CTBS	ENST00000370630	1158
SSX2IP	ENST00000342203	1845
IGSF21	ENST00000251296	1404
C20orf196	ENST00000303142	618
C11orf40	ENST00000307616	654
JMJD1C	ENST00000399262	7623
LDHAL6B	ENST00000307144	1146
EEF2K	ENST00000263026	2178
ZP2	ENST00000574002	2238
MEFV	ENST00000219596	2346
PQLC1	ENST00000397778	816
CRYM	ENST00000219599	945
ZNF324	ENST00000536459	1662
ZNF671	ENST00000317398	1605
ZNF416	ENST00000196489	1785
ASB9	ENST00000380488	885
YPEL2	ENST00000312655	360
SYCP3	ENST00000266743	711
NEDD1	ENST00000557644	2004
ASCL1	ENST00000266744	711
GAS2L3	ENST00000266754	2085
CHMP1A	ENST00000253475	723
SUGP2	ENST00000600377	3291
CTSA	ENST00000372484	1497
CAMKMT	ENST00000378494	972
UGGT2	ENST00000376747	4551
PRMT8	ENST00000382622	1185
CLRN3	ENST00000368671	681
PRR4	ENST00000228811	405
ZFP14	ENST00000270001	1602
C22orf34	ENST00000444628	1089
COL25A1	ENST00000399132	1965
THOC4	ENST00000505490	795
SOD3	ENST00000382120	723
SEPSECS	ENST00000382103	1506
TTR	ENST00000237014	444
B4GALT6	ENST00000306851	1149
GLB1L2	ENST00000339772	1911
PNMT	ENST00000269582	849
LRRC49	ENST00000560369	2076
PLIN5	ENST00000381848	1392
GPSM3	ENST00000432871	483
PPP6R1	ENST00000412770	2646
RAI2	ENST00000360011	1593
CNTNAP4	ENST00000476707	3936
POLD4	ENST00000312419	324
GPR6	ENST00000414000	1134
SIN3B	ENST00000379803	3489
FAM83F	ENST00000333407	1503
GGT2	ENST00000401924	1710
ANKRD55	ENST00000507283	1845
HINFP	ENST00000350777	1554
BSG	ENST00000333511	1158
PPL	ENST00000345988	5271
FAM86A	ENST00000427587	993
HLA-A	ENST00000454091	1098
ZNF75D	ENST00000370766	1533
UNC50	ENST00000409975	831
C3orf1	ENST00000494664	858
CRYBA1	ENST00000225387	648
NUFIP2	ENST00000225388	2088
KLHDC4	ENST00000567298	1563
MCM4	ENST00000523944	2592
RPS18	ENST00000457341	459
PIK3R4	ENST00000356763	4077
ZNF775	ENST00000329630	1614
PIWIL1	ENST00000245255	2586
ZNF777	ENST00000247930	2496
TRAPPC2	ENST00000458511	525
ZNF605	ENST00000392321	2019
LRP10	ENST00000359591	2142
ARHGEF18	ENST00000359920	3522
PEX11G	ENST00000221480	726
DOT1L	ENST00000398665	4614
SVIL	ENST00000355867	6645
C17orf102	ENST00000357754	504
PLEKHJ1	ENST00000587394	834
RNASEH2A	ENST00000221486	900
SLC17A7	ENST00000221485	1683
PELI1	ENST00000358912	1257
TACR3	ENST00000304883	1398
ATP6V1G2	ENST00000449748	357
GPR65	ENST00000267549	1014
PHLDB1	ENST00000361417	4134
ANKRD13A	ENST00000261739	1773
EFCAB10	ENST00000485614	450
C5orf47	ENST00000340147	531
APBA1	ENST00000265381	2514
SGCZ	ENST00000382080	939
SLC24A3	ENST00000328041	1935
PAPOLB	ENST00000404991	1911
TCF7L1	ENST00000282111	1767
C9orf5	ENST00000374586	2640
PRUNE2	ENST00000376718	9267
SMPD3	ENST00000219334	1968
VTI1A	ENST00000393077	654
COG4	ENST00000323786	2370
CDH4	ENST00000360469	2751
CCDC75	ENST00000409774	780
HSPB8	ENST00000281938	591
NFAT5	ENST00000432919	4650
SFRP4	ENST00000436072	1041
NUP93	ENST00000569842	2643
CENPT	ENST00000562787	1686
TSNAXIP1	ENST00000561639	2139
MEST	ENST00000223215	1008
CNTN1	ENST00000551295	3057
ZSWIM6	ENST00000252744	3648
MPI	ENST00000352410	1272
C22orf45	ENST00000326341	480
CTTNBP2NL	ENST00000271277	1920
H1FOO	ENST00000324382	1041
TRIM73	ENST00000430211	849
PPP2R3C	ENST00000261475	1362
NKAIN3	ENST00000523211	594
KRTAP5-5	ENST00000399676	714
ZNF267	ENST00000300870	2232
RNPC3	ENST00000533099	1554
NXF2B	ENST00000372749	1881
GNB2L1	ENST00000512968	965
LELP1	ENST00000368747	297
PTCHD2	ENST00000294484	4179
GOLGA8IP	ENST00000450802	1899
GNB4	ENST00000232564	1023
HHLA2	ENST00000357759	1245
TXNDC8	ENST00000374511	384
KIFC1	ENST00000374523	2022
AWAT1	ENST00000374521	987
C20orf165	ENST00000372519	684
ADAMTS10	ENST00000597188	3312
TSPY4	ENST00000426950	945
SLC6A7	ENST00000524041	2001
FCRL4	ENST00000271532	1548
TRAT1	ENST00000295756	561
ASB7	ENST00000332783	957
GTF2H2C	ENST00000510979	1188
ANKZF1	ENST00000323348	2181
SH2D7	ENST00000328828	1356
CWC22	ENST00000410053	2727
SSTR3	ENST00000328544	1257
TGFBR2	ENST00000359013	1779
SERF1B	ENST00000380750	333
SMN2	ENST00000380743	885
PRAMEF10	ENST00000235347	1425
AGMO	ENST00000342526	1338
MGST3	ENST00000367885	501
WHAMM	ENST00000286760	2430
ABHD11	ENST00000222800	948
ZNF436	ENST00000314011	1413
HNRNPR	ENST00000374616	1911
MAEA	ENST00000505177	1305
COBL	ENST00000395542	4032
MGST1	ENST00000396210	468
NDUFA10	ENST00000307300	1290
STK33	ENST00000447869	1545
PTGER3	ENST00000354608	1290
C7orf55	ENST00000297534	342
FASTK	ENST00000297532	1650
TMUB1	ENST00000297533	741
SLC7A13	ENST00000297524	1413
PHKA2	ENST00000379942	3708
XAGE2B	ENST00000286049	336
C9orf85	ENST00000377031	540
TSKU	ENST00000333090	1062
C5orf53	ENST00000333305	162
PIK3AP1	ENST00000339364	2418
KIF24	ENST00000402558	4107
DPF1	ENST00000355526	1245
ARAP1	ENST00000393609	4353
SCRT1	ENST00000332135	1047
SLC26A5	ENST00000393727	2241
FAM71B	ENST00000302938	1818
FAT4	ENST00000394329	14946
S100A4	ENST00000368715	306
PLEKHG4	ENST00000360461	3576
KRTAP4-3	ENST00000391356	588
ZNF250	ENST00000292579	1683
WDSUB1	ENST00000359774	1431
ZNF79	ENST00000342483	1497
RAC2	ENST00000249071	579
LIF	ENST00000249075	609
C22orf23	ENST00000403305	654
PLXDC2	ENST00000377252	1590
PPP1R13L	ENST00000360957	2487
OR10P1	ENST00000309675	942
ZNF25	ENST00000302609	1371
EIF3F	ENST00000537635	1119
OR10A6	ENST00000309838	945
NUP62CL	ENST00000432145	595
SFI1	ENST00000400288	3729
CRISP3	ENST00000371159	831
UBAC2	ENST00000403766	1035
CD2AP	ENST00000359314	1920
ZFP161	ENST00000357006	1350
ARGLU1	ENST00000400198	822
KRTAP9-9	ENST00000394008	510
MYL4	ENST00000572316	594
HYLS1	ENST00000356438	900
C6orf26	ENST00000449857	537
HIST1H4I	ENST00000354348	312
NBEAL2	ENST00000450053	8265
CCR5	ENST00000292303	1059
CCDC12	ENST00000425441	540
HDHD2	ENST00000300605	780
FADD	ENST00000301838	627
MTRNR2L5	ENST00000512524	75
CCDC57	ENST00000389641	2751
GPX2	ENST00000389614	573
LGSN	ENST00000485906	1530
OTC	ENST00000039007	1065
TRIM21	ENST00000254436	1428
RPL7A	ENST00000323345	801
REXO4	ENST00000371942	1269
SERPINA5	ENST00000553780	1221
GTF3C5	ENST00000372108	1581
HOOK2	ENST00000397668	2160
STX6	ENST00000258301	768
GLUL	ENST00000331872	1122
RGS8	ENST00000258302	597
DHX9	ENST00000367549	3813
RNASEL	ENST00000367559	2226
LMX1A	ENST00000342310	1149
SPHKAP	ENST00000392056	5103
DIS3	ENST00000377767	2877
TMEM150C	ENST00000449862	750
FLVCR1	ENST00000366971	1668
SSX2	ENST00000336777	672
MSH5	ENST00000430216	1527
DMRT2	ENST00000358146	1686
GPR151	ENST00000311104	1260
ZNF483	ENST00000309235	2235
BAG6	ENST00000552116	3489
CACYBP	ENST00000367679	687
AQR	ENST00000156471	4458
POLN	ENST00000511885	2703
GAGE12B	ENST00000361446	23
C9orf172	ENST00000436881	2931
SH3PXD2B	ENST00000311601	2736
C11orf94	ENST00000449465	297
NENF	ENST00000366988	519
C5orf27	ENST00000357880	291
HLA-DRB1	ENST00000444645	801
NSL1	ENST00000366977	846
ADAMTS16	ENST00000274181	3675
NCBP2L	ENST00000372379	462
ITPKC	ENST00000263370	2052
RBMS2	ENST00000262031	1224
CEACAM6	ENST00000199764	1035
ADAM29	ENST00000404450	2463
BARX2	ENST00000281437	840
HLA-DQB2	ENST00000415137	828
SOX30	ENST00000265007	2262
FGF18	ENST00000274625	624
ALOX5	ENST00000374391	2025
AIF1	ENST00000417200	486
F13B	ENST00000367412	1986
SORCS3	ENST00000369701	3669
SFXN2	ENST00000369893	969
LY6G5C	ENST00000450798	677
HLA-F	ENST00000552732	1017
POU1F1	ENST00000344265	954
VSIG10	ENST00000359236	1623
ANKRD62	ENST00000314074	2712
SLX1B	ENST00000330181	828
UPK2	ENST00000264031	555
CA7	ENST00000338437	795
CST4	ENST00000217423	426
CDCA8	ENST00000373055	843
NPNT	ENST00000503451	1829
C20orf62	ENST00000372910	513
EIF2C4	ENST00000373210	2586
DUSP3	ENST00000226004	558
GRXCR1	ENST00000399770	873
C9orf144	ENST00000399773	417
GALM	ENST00000272252	1029
VASH1	ENST00000167106	1098
RPS6KA2	ENST00000510118	2277
ING3	ENST00000315870	1257
ARMCX3	ENST00000341189	1140
MPP6	ENST00000222644	1623
ATP6V0A4	ENST00000310018	2523
DFNA5	ENST00000342947	1491
RIN2	ENST00000255006	2835
POLR3F	ENST00000377603	951
OR2J3	ENST00000428081	936
NXT1	ENST00000254998	423
LTA	ENST00000456789	618
YLPM1	ENST00000325680	6441
CLDN17	ENST00000286808	675
DCAF4	ENST00000358377	1488
LPAR6	ENST00000378434	1035
ITPRIP	ENST00000337478	1644
PPRC1	ENST00000278070	4995
PDCD11	ENST00000369797	5616
CNNM2	ENST00000457502	2631
OR2T27	ENST00000344889	954
ADAM12	ENST00000368679	2730
HNRNPA1L2	ENST00000357495	963
LHX8	ENST00000294638	1071
SNX7	ENST00000306121	1356
LRRC53	ENST00000294635	3744
LRRIQ3	ENST00000395089	1875
TYW3	ENST00000370867	780
ZDHHC9	ENST00000357166	1095
C7orf29	ENST00000343855	711
SHC4	ENST00000332408	1893
PRSS37	ENST00000350549	708
TMEM71	ENST00000523829	942
PBX1	ENST00000420696	1293
NDUFA4L2	ENST00000556732	282
MAMDC2	ENST00000377182	2061
CPA6	ENST00000297770	1314
PYDC1	ENST00000302964	270
KIF3B	ENST00000375712	2244
TPST1	ENST00000304842	1113
TOR1AIP2	ENST00000367612	1413
S100G	ENST00000380200	240
TM4SF1	ENST00000305366	609
RCOR1	ENST00000262241	1458
PLD5	ENST00000536534	1611
PRPH2	ENST00000230381	1041
GSTCD	ENST00000515279	1902
INTS12	ENST00000394735	1389
ZC3H3	ENST00000262577	2847
FLCN	ENST00000285071	1740
STRN3	ENST00000357479	2394
ZNF239	ENST00000306006	1377
CAGE1	ENST00000502583	2520
CASP3	ENST00000308394	834
CCDC111	ENST00000314970	1683
ERAP1	ENST00000296754	2847
SERINC5	ENST00000512721	1386
ENPP6	ENST00000296741	1323
ERAP2	ENST00000437043	2883
CMYA5	ENST00000446378	12210
RANGAP1	ENST00000405486	1764
ZC3H7B	ENST00000352645	2934
GDAP1	ENST00000220822	1077
KRTAP3-3	ENST00000391586	297
RAB2A	ENST00000262646	639
HS3ST3B1	ENST00000466596	1173
SLC25A35	ENST00000577745	903
LIME1	ENST00000309546	888
SKA2	ENST00000330137	366
PLCB1	ENST00000338037	3651
CACNA2D2	ENST00000423994	3462
MPV17L2	ENST00000599612	1020
NOVA2	ENST00000263257	1479
AES	ENST00000221561	795
PTOV1	ENST00000599732	1251
SGTA	ENST00000221566	942
TXNDC5	ENST00000379757	1299
ANKMY2	ENST00000306999	1326
MED7	ENST00000286317	702
ACTR3C	ENST00000477871	667
RPS20	ENST00000519807	429
OR56B4	ENST00000316529	960
FTSJD1	ENST00000338099	2313
OXTR	ENST00000316793	1170
TAOK1	ENST00000261716	3006
NDP	ENST00000378062	402
TMEM56	ENST00000370203	792
CCDC74B	ENST00000392984	1449
PCSK9	ENST00000302118	2079
LTC4S	ENST00000292596	453
BRPF1	ENST00000383829	3663
NSUN2	ENST00000264670	2304
PSMD5	ENST00000210313	1515
TSFM	ENST00000323833	1041
TMEM101	ENST00000589334	774
XK	ENST00000378616	1335
CHAC1	ENST00000446533	795
HLA-E	ENST00000444683	1077
NRG1	ENST00000523534	2142
WWP1	ENST00000517970	2769
SPARC	ENST00000231061	912
CLDN5	ENST00000406028	912
EIF3C	ENST00000566501	2742
TDRD10	ENST00000368480	1101
PTGDR	ENST00000306051	1080
ZCCHC4	ENST00000302874	1542
TGFA	ENST00000444975	501
PASD1	ENST00000370357	2322
CAMK2N1	ENST00000375078	237
TCP11L2	ENST00000299045	1560
TMCO4	ENST00000294543	1905
UBXN10	ENST00000375099	843
IFIT1B	ENST00000371809	1425
CXorf61	ENST00000371894	342
LRRC19	ENST00000380055	1113
LYN	ENST00000519728	1539
LRRC43	ENST00000339777	1971
SLTM	ENST00000380516	3105
CTDSPL2	ENST00000260327	1401
TOMM40	ENST00000252487	1086
EXOC3L2	ENST00000252482	1230
PVRL2	ENST00000252483	1617
APOE	ENST00000252486	954
RNF216	ENST00000389902	2772
APOC1	ENST00000592885	390
FAM59B	ENST00000401533	2625
U2SURP	ENST00000473835	3090
TTC8	ENST00000338104	1596
C19orf28	ENST00000398558	1617
HOPX	ENST00000554144	339
CLLU1OS	ENST00000378487	306
TAS2R9	ENST00000240691	939
BCL2L14	ENST00000586576	1083
ZFAND2A	ENST00000397083	617
NFKBIZ	ENST00000326172	2157
PLEKHM3	ENST00000427836	2286
ZNF223	ENST00000434772	1449
PRNP	ENST00000379440	762
RNASEH1	ENST00000315212	861
PRND	ENST00000305817	531
RPS7	ENST00000304921	585
PTEN	ENST00000371953	1212
RNMTL1	ENST00000304478	1263
C3AR1	ENST00000307637	1449
PARP3	ENST00000398755	1623
OR4S2	ENST00000312422	936
FBXW8	ENST00000309909	1797
RBM17	ENST00000379888	1206
FBXO18	ENST00000379999	3285
EEF1E1	ENST00000379715	525
LRRC56	ENST00000270115	1629
DUSP14	ENST00000394389	597
BSDC1	ENST00000341071	1425
HLA-DPB1	ENST00000399500	777
TMEM234	ENST00000373593	543
GRID2IP	ENST00000457091	3636
CCDC28B	ENST00000421922	726
IQCC	ENST00000537469	1641
NEURL4	ENST00000399464	4689
AIFM2	ENST00000373248	1122
MRPL48	ENST00000310614	639
RAB6A	ENST00000310653	627
CYP46A1	ENST00000261835	1503
LCN15	ENST00000316144	555
PDE4A	ENST00000352831	2661
ASB8	ENST00000317697	867
RPS6KB2	ENST00000312629	1449
MRAP2	ENST00000257776	618
CETN2	ENST00000370277	519
GABRQ	ENST00000370306	1899
RPL10	ENST00000369817	645
NINJ1	ENST00000375446	459
BARX1	ENST00000253968	765
TSGA13	ENST00000456951	828
GTF2H4	ENST00000376326	1389
OR4E2	ENST00000408935	942
CYP26B1	ENST00000001146	1539
OR2A1	ENST00000408951	933
INSL3	ENST00000379695	474
MRPL35	ENST00000337109	567
CCNL2	ENST00000400809	1563
AMY1A	ENST00000370083	1536
C2orf57	ENST00000313965	1188
AGTRAP	ENST00000376627	480
CD163L1	ENST00000416109	4392
FAM200B	ENST00000422728	1974
SRRM3	ENST00000388802	1962
THOP1	ENST00000307741	2070
ZNF556	ENST00000307635	1371
MAL	ENST00000309988	462
ZNF554	ENST00000317243	1617
RAB33B	ENST00000305626	690
C15orf62	ENST00000559319	528
PNP	ENST00000361505	870
FAM25C	ENST00000342763	270
NEDD4	ENST00000508342	3960
CEBPZ	ENST00000234170	3165
CDH19	ENST00000262150	2319
PDCD2	ENST00000541970	1035
DNAH7	ENST00000312428	12075
ZNF19	ENST00000288177	1377
EPT1	ENST00000260585	1194
FAM78B	ENST00000456900	786
VIP	ENST00000367244	513
RCBTB1	ENST00000378302	1596
PHF11	ENST00000378319	996
MED4	ENST00000258648	813
LRCH1	ENST00000389797	2292
SUCLA2	ENST00000378654	1392
SPINK14	ENST00000356972	294
SPRR2B	ENST00000368755	219
NBEA	ENST00000540320	8841
CNGA3	ENST00000409937	2097
FAHD2B	ENST00000414820	945
DCX	ENST00000338081	1326
CD82	ENST00000227155	804
CAPN6	ENST00000324068	1926
MFSD4	ENST00000367147	1545
IL23A	ENST00000228534	570
PELI3	ENST00000320740	1410
TATDN3	ENST00000532324	846
C1orf132	ENST00000415882	437
PRDM2	ENST00000235372	5157
MAN2A1	ENST00000261483	3435
ANKRD10	ENST00000267339	1263
SREBF1	ENST00000355815	3534
TRPC5	ENST00000262839	2922
LST1	ENST00000437812	315
PDE6H	ENST00000266395	252
ERP27	ENST00000266397	822
SAV1	ENST00000324679	1152
RNF39	ENST00000450015	1263
AMN1	ENST00000281471	777
BICD1	ENST00000281474	2928
IGF1R	ENST00000268035	4104
TMEM43	ENST00000306077	1203
MTSS1	ENST00000325064	2280
KIAA0232	ENST00000307659	4188
OSR1	ENST00000272223	801
MAMLD1	ENST00000432680	2997
TRIM40	ENST00000437563	777
ST6GALNAC5	ENST00000477717	1011
ZNF346	ENST00000503039	960
UNC5A	ENST00000329542	2529
ARL13B	ENST00000394222	1287
TIGD7	ENST00000396862	1650
PDPK1	ENST00000342085	1671
NDUFB10	ENST00000268668	519
CRADD	ENST00000332896	600
AGBL1	ENST00000441037	3201
DEF8	ENST00000268676	1539
SNUPN	ENST00000371091	1209
FABP12	ENST00000360464	423
MDK	ENST00000489525	471
AMBRA1	ENST00000458649	3897
ST8SIA1	ENST00000396037	1071
CLEC4A	ENST00000229332	714
CMAS	ENST00000229329	1305
HCFC2	ENST00000229330	2379
PRKAB1	ENST00000229328	813
XYLT1	ENST00000261381	2880
ACSM1	ENST00000307493	1734
QPRT	ENST00000395384	894
CHDH	ENST00000315251	1785
LHPP	ENST00000368842	813
TMEM30B	ENST00000555868	1056
TAX1BP1	ENST00000409980	2442
ART3	ENST00000355810	1170
ADAMTSL3	ENST00000286744	5076
MTPN	ENST00000393085	357
DPYSL2	ENST00000311151	1719
TGFB2	ENST00000366929	1329
FOXO1	ENST00000379561	1968
FBXL5	ENST00000341285	2076
ARHGEF17	ENST00000263674	6192
KRTAP19-1	ENST00000390689	273
MRGPRE	ENST00000436689	939
GABRE	ENST00000370328	1521
C22orf13	ENST00000404664	888
VSNL1	ENST00000404666	576
PPP1R11	ENST00000437937	381
C15orf29	ENST00000256544	915
C15orf24	ENST00000256545	729
C19orf61	ENST00000270066	1563
LSM2	ENST00000434125	288
UBE2D2	ENST00000398733	444
SLC30A9	ENST00000264451	1707
TDRD5	ENST00000444136	3108
IER5	ENST00000367577	984
COPS2	ENST00000299259	1353
GABRB3	ENST00000541819	1590
ANKHD1	ENST00000297183	7854
OLAH	ENST00000378217	957
RPP38	ENST00000378203	852
NMT2	ENST00000378143	1590
ZSCAN1	ENST00000282326	1227
ZNF678	ENST00000397097	1743
C8B	ENST00000371237	1776
RYK	ENST00000296084	1827
TOPBP1	ENST00000260810	4569
SNRK	ENST00000454177	2298
LDOC1	ENST00000370526	441
EXT1	ENST00000378204	2241
ARL6IP4	ENST00000315580	1083
MAPK12	ENST00000215659	1104
TMEM215	ENST00000342743	708
SHMT2	ENST00000328923	1515
